FC Target vs Input,FC Target vs Beads,seq_origin,log_FC_Target_vs_Input,log_FC_Target_vs_Beads
2.2533129337,1.1122451751,a4b7,0.3528215095,0.0462005305
0.8684708671,0.9467683131,a4b7,-0.0612447454,-0.0237562857
0.9999289245,0.8153720948,a4b7,-3.08687813769808E-05,-0.0886441559
0.9276856421,0.9023795288,a4b7,-0.032599165,-0.0446107655
0.6163105887,0.8962314435,a4b7,-0.2102003707,-0.0475798233
1.1411890222,1.3793933065,a4b7,0.0573575853,0.1396881142
0.9631699066,0.943650667,a4b7,-0.016297095,-0.0251887488
0.8382974469,1.1013548332,a4b7,-0.0766018565,0.041927262
1.1476375477,0.6912206713,a4b7,0.0598047488,-0.1603832825
0.8537331476,1.1532588031,a4b7,-0.068677856,0.0619267784
0.7903860169,1.0367869745,a4b7,-0.1021607517,0.0156895324
0.8668388849,0.9967451951,a4b7,-0.0620616152,-0.0014158492
0.7440655992,0.7329424509,a4b7,-0.128388774,-0.1349301239
1.0990926155,1.0463963489,a4b7,0.04103429,0.0196962156
0.7008161468,61.798512539,a4b7,-0.1543959006,1.790978022
1,0.0165470417,a4b7,0,-1.7812796397
0.7642631124,0.8713271923,a4b7,-0.1167571014,-0.0598187323
0.6507849954,0.9241232205,a4b7,-0.1865624688,-0.0342701171
1.1181412682,1.1786538735,a4b7,0.0484966766,0.0713862878
0.9942612738,1.0206411288,a4b7,-0.0024994759,0.0088730651
0.9083127261,1.0090342374,a4b7,-0.041764601,0.0039059025
1.4548548993,1.3537781084,a4b7,0.1628196809,0.1315474869
1.827677813,1.8965405425,a4b7,0.2618996398,0.2779621311
0.7691626874,0.9831101986,a4b7,-0.1139817918,-0.0073977986
1.0592174023,1.0962877197,a4b7,0.0249851074,0.0399245493
0.7228833916,0.8491313087,a4b7,-0.1409317531,-0.0710251457
0.6857340335,0.7509426236,a4b7,-0.1638442956,-0.1243932443
0.9151009741,1.0865710518,a4b7,-0.0385309824,0.0360581305
0.9960531828,0.9485246175,a4b7,-0.0017174724,-0.0229513932
0.8372432,0.9206659075,a4b7,-0.0771483711,-0.0358979386
0.7568159497,1.0415366114,a4b7,-0.1210097239,0.0176745406
2.6382282475,1.0746700752,a4b7,0.421312366,0.0312751559
0.8272668291,0.8423330453,a4b7,-0.0823543892,-0.0745161613
0.7533712563,0.9214019569,a4b7,-0.1229909536,-0.0355508697
1.2590295175,0.4458909326,a4b7,0.1000359121,-0.3507713592
1.0546648031,0.9469199155,a4b7,0.0231144527,-0.0236867493
1.1070768313,0.9519787706,a4b7,0.044177762,-0.0213727364
0.8891675691,0.8197450047,a4b7,-0.0510163859,-0.0863212211
1.0352206582,1.0386196613,a4b7,0.0150329299,0.0164565396
0.875996274,0.9060958825,a4b7,-0.0574977411,-0.0428258431
0.6575848889,0.7309339372,a4b7,-0.1820481753,-0.1361218734
1.0181519863,1.0336756148,a4b7,0.0078126129,0.014384271
0.86856286,1.1557332834,a4b7,-0.0611987452,0.0628576205
0.7933583628,1.2243360503,a4b7,-0.100530596,0.0879006374
0.9461957367,1.1126685035,a4b7,-0.0240190131,0.0463657946
0.8613713394,1.0044176622,a4b7,-0.0648095827,0.001914341
0.6744256617,0.7727521005,a4b7,-0.1710659133,-0.1119598057
0.7179245904,1.0036466452,a4b7,-0.1439211709,0.0015808372
1.103705306,1.2633622896,a4b7,0.0428531304,0.1015279094
0.7250951194,0.7283021457,a4b7,-0.1396050181,-0.1376884105
1.5524016576,1.6285052554,a4b7,0.1910040978,0.2117891644
1.2569315356,1.4250817188,a4b7,0.0993116226,0.1538397689
0.6472426591,1.9568968771,a4b7,-0.1889328666,0.2915679402
0.885445982,1.0520601711,a4b7,-0.0528379285,0.0220405794
0.7727341501,0.8015333543,a4b7,-0.1119698942,-0.0960784006
0.6659781305,0.628922378,a4b7,-0.176540032,-0.2014029522
1.0147145028,0.8560671743,a4b7,0.0063438676,-0.0674921555
1.4537823667,1.3478958276,a4b7,0.1624993969,0.129656329
0.7603235615,1.1536501042,a4b7,-0.119001551,0.0620741096
0.9119713015,1.0619596388,a4b7,-0.0400188281,0.0261080111
1.1472972151,0.928716312,a4b7,0.0596759394,-0.0321169264
0.8887097396,0.9231174033,a4b7,-0.0512400603,-0.0347430613
1.0913345981,1.154764908,a4b7,0.0379579237,0.0624935777
1.054263292,1.1903194284,a4b7,0.0229490853,0.0756635222
0.8491927841,1.1527424586,a4b7,-0.0709937048,0.0617322897
0.6642613083,0.7214804399,a4b7,-0.1776610435,-0.1417754386
0.8774262513,0.9355948258,a4b7,-0.0567893763,-0.0289121887
0.8387611167,1.1730986579,a4b7,-0.0763617107,0.0693345379
1.0309632508,0.9307470351,a4b7,0.0132431849,-0.0311683386
0.5797180603,0.6360423071,a4b7,-0.2367831696,-0.1965139958
0.8869365285,0.862738164,Bayer1,-0.0521074583,-0.0641209901
0.8581910694,1.0634491528,a4b7,-0.0664160092,0.0267167296
0.8821041746,1.1660812575,a4b7,-0.0544801226,0.066728815
1.0161587436,1.3020950732,a4b7,0.0069615584,0.1146426957
1.2730371106,0.7886047789,a4b7,0.1048410641,-0.1031405954
0.6917377693,1.0976195005,a4b7,-0.1600585109,0.0404518142
0.9044805867,1.093903611,a4b7,-0.0436007502,0.0389790559
0.7627334583,0.8609679213,a4b7,-0.1176272023,-0.0650130296
1.0913487666,1.4309200684,a4b7,0.037963562,0.1556153746
0.9263202754,0.9705661365,a4b7,-0.0332388299,-0.0129748655
0.7648426857,0.7980034308,a4b7,-0.1164278822,-0.0979952415
0.6413177961,0.8860008641,a4b7,-0.1929267085,-0.0525658546
0.7317033988,1.1616794148,a4b7,-0.1356649277,0.0650862936
0.9782907701,1.2356379291,a4b7,-0.0095320439,0.0918912309
1.0232436638,1.3994939861,a4b7,0.0099790641,0.1459710366
0.8091439348,0.6136722951,a4b7,-0.0919742169,-0.212063483
0.9066233729,0.993035707,a4b7,-0.042573089,-0.0030351351
0.7831999403,0.8896148269,a4b7,-0.1061273543,-0.0507979875
0.8001579337,0.7837025069,a4b7,-0.0968242843,-0.105848764
1.5159794042,1.0411067601,a4b7,0.1806933011,0.0174952664
1.0295454911,0.9403701562,a4b7,0.012645541,-0.0267011622
0.9400512986,1.1199711716,a4b7,-0.0268484463,0.0492068439
0.7841640135,0.8176144496,a4b7,-0.105593092,-0.0874514419
1.0349858536,0.9694591077,a4b7,0.0149344138,-0.013470505
1.095219217,1.2017478848,a4b7,0.0395010555,0.0798133664
0.7825717671,0.9540507557,a4b7,-0.1064758242,-0.0204285201
1.0265773034,0.9956956499,a4b7,0.0113916582,-0.0018733903
0.6423255036,0.7425008598,a4b7,-0.192244834,-0.1293030391
0.890424635,1.2233862337,a4b7,-0.0504028331,0.0875635892
0.7563788634,0.9886240953,a4b7,-0.1212606158,-0.0049688089
0.807317193,1.2557005982,a4b7,-0.0929557985,0.0988861011
1.1823489265,1.1080866545,a4b7,0.0727456614,0.0445737244
0.8322200915,0.7924410367,a4b7,-0.0797618037,-0.1010330425
0.4495926179,1.0532524435,a4b7,-0.3471808283,0.0225324753
1.0729487777,1.062879275,a4b7,0.0305789893,0.0264839388
0.9461847932,1.0178205112,a4b7,-0.0240240361,0.0076711986
1.0137683582,0.995353774,a4b7,0.0059387319,-0.0020225325
0.7731309187,0.7956386096,a4b7,-0.1117469583,-0.0992841502
0.8638118127,1.1632049922,a4b7,-0.0635808612,0.0656562574
1.7546683081,2.3879607531,a4b7,0.2441950322,0.3780271847
0.7819203036,1.0211644828,a4b7,-0.1068375097,0.0090957012
0.9349258671,1.193507572,a4b7,-0.0292228242,0.0768251787
1.1646251084,0.8806968172,a4b7,0.0661861489,-0.0551735732
1.5705639089,2.9777246466,a4b7,0.1960556133,0.4738845356
1.0638318768,1.10592541,a4b7,0.0268729994,0.0437258366
1.3572111244,0.9111737429,a4b7,0.1326474107,-0.0403988037
0.8584171008,1.001365939,a4b7,-0.0663016393,0.000592815
1.0419842155,1.3010553592,a4b7,0.0178611401,0.1142957759
0.8044285914,0.9755576242,a4b7,-0.0945125019,-0.0107470726
0.9117615734,54.0553560162,a4b7,-0.0401187153,1.732838732
1,0.0160758636,a4b7,0,-1.7938256875
0.8427894701,1.0063214179,a4b7,-0.0742808991,0.002736716
1.3368940466,2.7103719188,a4b7,0.1260969893,0.4330288891
1.1336392063,1.1842569044,a4b7,0.0544748574,0.0734459254
0.9600832311,1.2171814699,a4b7,-0.0176911157,0.0853553321
1.074426739,1.1229249306,a4b7,0.031176808,0.0503507239
0.7922794307,1.1155297693,a4b7,-0.1011216192,0.0474811645
1.5394499669,1.2778081612,a4b7,0.1873655786,0.1064656576
0.7761984612,0.6058063808,a4b7,-0.1100272226,-0.2176661566
1.1990167036,0.8499482832,a4b7,0.0788252333,-0.070607499
1.6732342486,1.6684571294,a4b7,0.2235567453,0.222315052
1.2827491689,1.0840932577,a4b7,0.1081417419,0.0350666434
1.0688475715,0.8544920036,a4b7,0.0289157748,-0.0682919971
1.2837111519,1.2534699152,a4b7,0.108467314,0.0981139148
0.9245009235,0.8992381421,a4b7,-0.0340926507,-0.0461252803
1.8607316741,1.8644254041,a4b7,0.2696837504,0.2705450119
0.9025634414,1.0142268824,a4b7,-0.0445222617,0.0061351175
0.8906483519,0.7165861088,a4b7,-0.0502937314,-0.144731615
1.1135409975,1.2197485067,a4b7,0.0467062112,0.0862702951
1.0069005337,1.137785366,a4b7,0.002986571,0.0560603436
0.8953996365,1.085752024,a4b7,-0.0479830863,0.0357306476
1.8127774773,1.2755087309,a4b7,0.2583444967,0.1056834357
1.7116468099,1.1411472114,a4b7,0.233414155,0.0573416733
0.7855168706,1.0322985516,a4b7,-0.1048444832,0.013805318
1.2208963737,1.325646427,a4b7,0.0866788038,0.1224277056
1.695321077,1.0928866309,a4b7,0.2292519614,0.0385751134
1.1964442416,0.9871098555,a4b7,0.0778924638,-0.005634512
1.8990436907,1.3908688934,a4b7,0.2785349565,0.1432861943
0.8667811931,0.898914992,a4b7,-0.0620905203,-0.0462813764
1.9352116833,1.3186385303,a4b7,0.2867284773,0.1201257616
0.9699341842,0.8294900659,a4b7,-0.0132577342,-0.0811888108
1.0116779374,0.9864610864,a4b7,0.005042279,-0.005920042
1.1300290489,0.9437837567,a4b7,0.0530896078,-0.0251275015
0.9035966309,0.6781499233,a4b7,-0.044025397,-0.168674283
1.1029944121,0.8668941419,a4b7,0.0425733122,-0.0620339318
0.9273103496,1.247598501,a4b7,-0.0327748931,0.0960748443
0.6557902216,0.8683872498,a4b7,-0.1832350634,-0.0612865617
1.0361633717,1.7716125353,a4b7,0.0154282359,0.2483687445
1.3882564375,0.9166897555,a4b7,0.142469696,-0.0377776221
1.0342856671,1.705207833,a4b7,0.0146405064,0.231777319
0.8596957838,1.0913140609,a4b7,-0.0656552032,0.0379497508
0.7466085917,0.9027220757,a4b7,-0.1269070167,-0.0444459369
0.8177635839,1.3749784253,a4b7,-0.0873722331,0.1382958837
1.0509817017,0.8492708539,a4b7,0.0215951547,-0.0709537802
0.7722633485,0.8372523098,a4b7,-0.1122345762,-0.0771436457
1.0618205712,0.6209606167,Bayer1,0.0260511349,-0.2069359433
2.4185932416,5.8474261094,Bayer1,0.383562835,0.7669647426
1.093860113,1.0314111386,Bayer1,0.0389617863,0.0134318172
0.5595081022,0.6909528807,Bayer1,-0.2521936201,-0.1605515682
2.5988337617,1.1952778412,a4b7,0.4147785001,0.0774688683
1.2791895909,1.2417690658,Bayer1,0.1069349168,0.0940408368
1.1516565334,0.9095050007,Bayer1,0.0613229757,-0.0411949087
1.3266878155,1.6484073954,Bayer1,0.1227687405,0.2170645543
0.8144042597,0.8885189613,Bayer1,-0.0891599634,-0.0513332997
1.7912060904,1.4685967375,Bayer1,0.2531455572,0.1669025591
0.8151435362,0.7688682658,NA,-0.0887659109,-0.1141480637
0.1961938271,0.2495207283,Bayer1,-0.707314661,-0.6028933706
1.272536742,0.9852232496,Bayer1,0.1046703306,-0.0064653481
0.8147141328,1.0508968712,Bayer1,-0.0889947499,0.021560099
1.0409831792,1.2140102186,Bayer1,0.017443712,0.0842223423
0.814298781,0.8892195673,Bayer1,-0.0892162153,-0.0509909892
1.3314423164,1.1130952181,Bayer1,0.1243223557,0.046532317
1.0195826513,1.2686008571,Bayer1,0.0084224371,0.1033250005
1.6206531082,1.1309610591,Bayer1,0.2096900665,0.0534476517
1.2195521626,1.2413084206,a4b7,0.0862003807,0.0938797015
1.7348605894,1.2825310755,a4b7,0.2392645813,0.1080678968
1.3498778987,0.8403655988,a4b7,0.1302944868,-0.0755317342
0.9305478217,1.0650960721,a4b7,-0.0312613032,0.0273887831
0.9820737317,0.9883678943,a4b7,-0.0078559052,-0.0050813705
0.9347379142,0.7991945225,a4b7,-0.0293101414,-0.0973475013
0.7914021986,0.8464931516,a4b7,-0.1016027475,-0.0723765511
0.7687279046,0.8433173348,Bayer1,-0.1142273539,-0.0740089725
0.8943729986,1.1263057111,a4b7,-0.0484813208,0.0516562863
0.789986795,0.7702649451,a4b7,-0.1023801681,-0.1133598665
0.9014911169,1.2311539856,a4b7,-0.0450385484,0.0903123754
0.8059619804,1.0129550238,a4b7,-0.0936854446,0.0055901627
0.9360148207,0.8848753863,a4b7,-0.0287172747,-0.053117885
0.9550908511,0.9962316895,a4b7,-0.0199553151,-0.0016396478
1.0452472817,1.2811791633,a4b7,0.0192190468,0.1076098668
1.2766853682,1.1771571011,a4b7,0.1060838811,0.0708344268
1.5385056146,0.8495426756,a4b7,0.1870990855,-0.0708148001
0.9996110108,0.9552814403,a4b7,-0.0001689687,-0.0198686599
0.7410813739,0.7424621577,a4b7,-0.130134102,-0.1293256769
0.7513996003,0.9435812211,a4b7,-0.1241290403,-0.0252207109
0.9012212699,0.9222584227,a4b7,-0.0451685669,-0.0351473698
1.1266331637,0.930160554,a4b7,0.051782531,-0.0314420819
0.3745658302,0.014290005,a4b7,-0.4264718438,-1.8449676185
1.3485491528,67.773375358,a4b7,0.1298667805,1.8310591156
0.7737820109,0.8419470399,a4b7,-0.1113813711,-0.0747152256
0.6522301775,0.6447913399,a4b7,-0.1855991111,-0.1905808041
1.1578080318,1.1045197465,a4b7,0.063636558,0.0431734846
1.0390163634,1.0381036503,a4b7,0.0166223873,0.0162407182
0.8533107967,0.9458958708,a4b7,-0.0688927593,-0.0241566704
0.7400172608,0.8124613269,a4b7,-0.1307581503,-0.0901973023
0.960980987,1.0910283148,a4b7,-0.0172852047,0.0378360217
1.7144408039,0.8484314753,a4b7,0.2341224944,-0.0713832283
1.6379867578,0.7096252256,a4b7,0.2143103864,-0.1489709547
0.6502807941,0.806490577,a4b7,-0.1868990726,-0.0934007025
0.7788033822,0.9399301032,a4b7,-0.1085721711,-0.026904441
1.1091967547,2.1625357391,a4b7,0.0450085903,0.3349632936
1.0319604846,0.9512143821,a4b7,0.0136630678,-0.0217215919
1.3852565379,1.2789107967,a4b7,0.1415302085,0.1068402537
0.9557181126,1.1542667255,a4b7,-0.0196701832,0.0623061763
1.1534716815,1.140193684,a4b7,0.0620069368,0.0569786309
1.3189671477,1.0744425211,a4b7,0.1202339784,0.0311831872
0.2814668905,0.4458127585,Bayer1,-0.5505726848,-0.3508475068
0.7923102747,0.5124055329,a4b7,-0.1011047121,-0.2903861894
0.8798403312,0.9012705905,a4b7,-0.0555961342,-0.0451448002
1.0162093436,1.0329153622,a4b7,0.0069831837,0.0140647366
0.7903478851,0.8527475693,a4b7,-0.1021817045,-0.0691795099
1.0426608156,1.0483441015,a4b7,0.0181430525,0.020503856
0.9378907694,0.7633680293,a4b7,-0.0278477384,-0.1172660328
0.8582756436,0.9370507148,a4b7,-0.0663732118,-0.0282369037
0.8883211262,1.1143493215,a4b7,-0.0514300093,0.047021353
0.8628436735,0.9237888849,a4b7,-0.0640678809,-0.0344272675
1.0771057972,1.0243889865,a4b7,0.0322583634,0.0104649006
2.3858009399,1.0858369184,a4b7,0.3776342053,0.0357646035
1.115586544,0.9389191141,a4b7,0.0475032673,-0.0273718197
0.968837014,0.4855099606,a4b7,-0.0137492775,-0.3138018557
1.1161618925,0.851166006,a4b7,0.047727191,-0.0699857296
0.7731905477,0.8712977366,a4b7,-0.1117134639,-0.0598334141
1.2130926065,1.2887070306,a4b7,0.0838939558,0.1101541978
0.7905146889,0.7115748133,a4b7,-0.1020900559,-0.1477794325
0.7712085089,0.6225785625,a4b7,-0.1128281874,-0.2058058376
0.9626659837,1.9021110277,a4b7,-0.0165243739,0.2792358635
0.8833548829,1.0563402685,a4b7,-0.053864786,0.0238038358
0.6600695862,0.8245100655,a4b7,-0.1804102776,-0.0838040382
1.4752876154,1.6830521205,a4b7,0.1688766967,0.2260975653
0.9638100004,0.9584375188,a4b7,-0.0160085718,-0.0184361938
1.0303017454,0.9256104572,a4b7,0.0129644356,-0.0335717475
1.504198767,1.4471931974,a4b7,0.1773052283,0.1605265124
34.984140684,0.7896234735,a4b7,1.5438712108,-0.1025799497
0.97901316,0.9446503223,a4b7,-0.0092114703,-0.0247289229
1.1708502308,1.265317322,a4b7,0.0685013459,0.1021994535
1.1225135777,1.0384240157,a4b7,0.0501916029,0.0163747235
1.3024482237,1.3769156492,a4b7,0.1147604678,0.1389073359
55.9564665312,1.0699608562,a4b7,1.7478502824,0.0293678896
0.8605607083,0.9688029469,a4b7,-0.0652184869,-0.0137645488
1.1601889637,1.0931383686,a4b7,0.0645287299,0.0386751381
1.3142236113,1.2674306137,a4b7,0.1186692655,0.1029241929
1.1261037377,1.2078520534,a4b7,0.0515784,0.082013742
1.2660344678,1.0894706727,a4b7,0.1024455295,0.037215544
0.9497282672,0.987124866,a4b7,-0.0224006357,-0.0056279079
0.958137278,0.9758307763,a4b7,-0.0185722625,-0.010625489
2.8204937302,0.8069976037,a4b7,0.4503251387,-0.0931277549
1.1670081451,1.0115072934,a4b7,0.0670738872,0.0049690186
1.3546711471,1.3252632099,a4b7,0.1318338809,0.1223021418
1.4493631198,1.0833562149,a4b7,0.1611772062,0.0347712791
1.0103486864,1.1125771346,a4b7,0.0044712812,0.0463301302
0.816519868,0.7843910797,a4b7,-0.0880332433,-0.1054673539
1.0364345901,0.7850611657,a4b7,0.0155418987,-0.1050965052
0.9314054369,0.8317682632,a4b7,-0.0308612313,-0.0799976545
1.2623471961,1.2254984901,a4b7,0.1011788197,0.0883127805
0.8479574449,1.0191017439,a4b7,-0.0716259424,0.0082175448
1.0087916605,1.2026556393,a4b7,0.0038014833,0.080141292
1.569499402,1.7392703254,a4b7,0.1957611546,0.2403670873
0.9102335224,1.0603006869,a4b7,-0.0408471742,0.0254290428
0.9818613086,1.1393523628,a4b7,-0.0079498535,0.0566580573
0.6684634987,0.8778279957,a4b7,-0.1749223023,-0.0565905727
1.0996916657,1.039078241,a4b7,0.0412709336,0.0166482505
1.1087886618,1.0044558423,a4b7,0.0448487763,0.0019308491
1.0815621284,0.9617796776,a4b7,0.0340514718,-0.0169244038
2.7295329373,1.7969614253,a4b7,0.4360883393,0.2545387544
0.8729077645,0.9137097156,a4b7,-0.0590316435,-0.0391917572
0.9391511397,1.0266232878,a4b7,-0.0272645101,0.0114111115
1.1094172897,0.9004760907,a4b7,0.0450949298,-0.045527814
0.9327522511,1.0686109169,a4b7,-0.0302336942,0.0288196066
1.104408234,0.9141080005,a4b7,0.0431296359,-0.03900249
0.6120076586,0.7298185137,a4b7,-0.2132431431,-0.1367851238
0.8662181302,0.972935157,a4b7,-0.0623727306,-0.0119161031
0.9485396067,0.9587804976,a4b7,-0.0229445302,-0.0182808085
0.9532285882,1.0481811624,a4b7,-0.0208029413,0.0204363504
1.1086589182,1.2152164096,a4b7,0.0447979549,0.0846536254
1.1400945606,0.8396209011,a4b7,0.0569408737,-0.0759167589
0.8545272767,0.9205846721,a4b7,-0.06827407,-0.0359362605
1.0017821141,0.9592224029,a4b7,0.0007732735,-0.0180806867
1.3613249414,0.9443556666,a4b7,0.1339618015,-0.0248644094
1.0259141882,1.1952868529,a4b7,0.0111110361,0.0774721427
1.1631897397,1.1881170444,a4b7,0.0656505627,0.0748592262
0.9984759391,0.7677952582,a4b7,-0.0006623961,-0.1147545743
1.7450100748,1.2305682904,a4b7,0.2417979387,0.0901057199
1.4503079962,1.3344011963,a4b7,0.1614602415,0.1252864226
1.0987453269,2.6076254344,a4b7,0.040897041,0.4162452084
1.0198745408,1.1746695993,a4b7,0.0085467506,0.0699157293
1.0922805062,1.151266562,a4b7,0.0383341829,0.061175891
0.8296701021,0.8500247464,a4b7,-0.0810945598,-0.0705684307
1.3603653846,1.2573687114,a4b7,0.1336555725,0.0994626491
1.496442517,0.9997412987,a4b7,0.1750600389,-0.0001123671
1.0607259634,1.1514671247,a4b7,0.0256031992,0.061251543
1.5333399932,2.1175186111,a4b7,0.1856384633,0.3258272361
1.1902960504,0.8102188749,NA,0.0756549925,-0.0913976437
0.9896006171,0.9923737951,a4b7,-0.0045400425,-0.0033247123
0.7452415643,0.7989815074,a4b7,-0.1277029312,-0.0974632724
0.7771364949,0.8987476195,a4b7,-0.1095026958,-0.0463622469
1.1647081068,1.28371008,a4b7,0.0662170983,0.1084669514
1.0875403263,1.3598352086,a4b7,0.0364453697,0.1334862816
1.0056395187,0.9218861459,a4b7,0.0024423315,-0.0353227116
0.9656104822,1.058691021,a4b7,-0.0151980284,0.0247692297
0.9816359111,1.6360701785,a4b7,-0.0080495622,0.2138019286
0.8957075143,0.9169108912,a4b7,-0.0478337824,-0.0376728686
0.9020293766,1.0869621454,a4b7,-0.0447793185,0.0362144196
0.9971152091,0.7173086418,a4b7,-0.0012546593,-0.144293937
0.7781145407,1.0684125684,a4b7,-0.1089564689,0.0287389883
0.7744591977,0.960714823,a4b7,-0.111001458,-0.0174055085
1.3726200699,1.3710970756,a4b7,0.1375503447,0.1370682045
0.7982486479,0.6871299296,a4b7,-0.0978618084,-0.1629611343
0.8540002489,1.143032716,a4b7,-0.0685420027,0.058058661
0.6083530754,1.4378369527,a4b7,-0.2158442921,0.1577096409
0.7111091943,0.8997237304,a4b7,-0.1480637061,-0.0458908248
0.8963566032,1.1978590656,a4b7,-0.0475191778,0.0784057241
0.9331823121,1.0918718583,a4b7,-0.0300335016,0.0381716727
0.8796652676,1.0593228074,a4b7,-0.0556825552,0.0250283228
0.6866537194,0.7868612958,a4b7,-0.1632622231,-0.1041018163
0.7473523857,0.8288832032,a4b7,-0.1264745748,-0.081506661
1.3623951843,1.11079583,a4b7,0.1343030998,0.0456342407
1.6648711064,1.1248550754,a4b7,0.2213806163,0.0510965722
0.9828875231,0.943297513,a4b7,-0.0074961779,-0.0253513106
0.8639493515,1.0666831127,a4b7,-0.063511717,0.0280354196
1.024718079,1.2512638933,a4b7,0.0106043985,0.0973489127
1.123723391,1.2336256429,a4b7,0.0506594211,0.0911833883
0.869981162,0.9083515008,a4b7,-0.0604901512,-0.0417460619
1.1466196868,1.1248604174,a4b7,0.0594193941,0.0510986347
0.8441315193,1.5497654714,a4b7,-0.0735898832,0.1902659806
0.8228518799,0.9867290057,a4b7,-0.0846783343,-0.0058021052
0.8008258272,0.8073004016,a4b7,-0.096461929,-0.0929648315
1.06228492,0.9550172413,a4b7,0.0262410164,-0.0199887879
1.0282468254,1.2728402743,a4b7,0.0120973774,0.1047739085
1.3548563344,1.0438331604,a4b7,0.1318932461,0.0186310894
1.1552733507,1.0010426982,a4b7,0.0626847553,0.0004526022
1.1721654959,0.7999301959,a4b7,0.0689889333,-0.0969479091
1.1142765629,0.8963213905,a4b7,0.0469929959,-0.0475362391
1.4049440982,1.1278333805,a4b7,0.1476590443,0.0522449443
1.4705753016,1.3949953159,a4b7,0.1674872677,0.1445727493
1.3877395097,1.2814485079,a4b7,0.1423079531,0.1077011597
1.2763416213,1.0934058951,a4b7,0.1059669317,0.0387814111
1.0367247959,1.1977515983,a4b7,0.0156634859,0.0783667591
1.1458000588,0.9768760744,a4b7,0.0591088402,-0.010160527
0.8636682016,0.8369839531,a4b7,-0.0636530699,-0.0772828684
1.5101552798,1.3559665634,a4b7,0.1790216054,0.1322489804
1.2468610818,1.312135676,a4b7,0.0958180696,0.1179787438
1.6399963696,2.0088908028,a4b7,0.2148428867,0.3029563305
1.3499208514,1.5594295243,a4b7,0.1303083057,0.1929657524
0.7587401887,0.8867480876,a4b7,-0.1199069118,-0.0521997395
1.1948412374,1.5458322004,a4b7,0.077310203,0.1891623496
0.9862331797,1.1532993698,a4b7,-0.0060203906,0.0619420547
0.7398211553,0.8696658387,a4b7,-0.1308732541,-0.0606475891
1.3918682672,1.596498708,Bayer1,0.1435981336,0.2031685714
1.2604863796,1.2095744508,a4b7,0.1005381572,0.0826326049
1.1571923514,0.8886663238,a4b7,0.0634055545,-0.0512612772
0.9588527165,0.9668451929,a4b7,-0.018248097,-0.0146430577
0.8974639267,0.9770040454,a4b7,-0.0469829987,-0.010103638
1.0400415143,0.9659391201,a4b7,0.0170506749,-0.0150502449
0.648797988,0.7098165524,a4b7,-0.1878905056,-0.1488538774
0.8755433632,0.9932996169,a4b7,-0.0577223397,-0.002919732
1.4045048009,1.1924260537,a4b7,0.147523228,0.0764314565
1.055454111,1.1683146532,a4b7,0.0234393558,0.0675598237
0.8840396215,0.9466569167,a4b7,-0.0535282701,-0.0238073876
0.8154069084,0.8857892986,a4b7,-0.0886256134,-0.0526695708
0.6996214549,0.6615443427,a4b7,-0.1551368807,-0.1794410402
0.9956445976,0.9347036332,a4b7,-0.0018956584,-0.0293260692
1.0846756236,1.4038703339,a4b7,0.0352998802,0.1473269968
0.8186231958,0.8200054483,a4b7,-0.0869159537,-0.0861832621
0.6777736934,0.6349758154,a4b7,-0.1689152916,-0.1972428156
0.8664288226,1.1777911105,a4b7,-0.0622671089,0.0710682721
1.2298479714,2.0019988372,a4b7,0.0898514291,0.3014638209
0.9472980384,1.0121100446,a4b7,-0.023513362,0.005227735
0.836595203,0.8567443218,a4b7,-0.07748463,-0.0671487652
0.8120926012,0.8901454266,a4b7,-0.0903944462,-0.0505390352
0.9631696655,1.1266266452,a4b7,-0.0162972037,0.0517800183
1.3353672505,1.2574895403,a4b7,0.1256007211,0.0995043813
0.9456537809,1.0848892627,a4b7,-0.0242678367,0.0353854109
0.9756485416,1.125825045,a4b7,-0.0107066003,0.0514709057
1.0085666029,0.8508407586,a4b7,0.0037045831,-0.0701517138
1.1848169171,1.2251446022,a4b7,0.0736512465,0.0881873509
0.9550561817,1.1003813454,a4b7,-0.01997108,0.0415432192
1.0110982502,1.0307907656,a4b7,0.0047933588,0.0131705192
0.8842949891,1.0198224919,a4b7,-0.0534028359,0.008524586
0.9792165485,1.0875398253,a4b7,-0.0091212557,0.0364451696
1.2315470728,1.3613907777,a4b7,0.0904510163,0.1339828043
0.8091575174,0.9915292747,a4b7,-0.0919669268,-0.0036944588
1.6197844016,0.9304599706,a4b7,0.2094572124,-0.0313023059
0.8568244578,1.233964153,a4b7,-0.0671081452,0.0913025435
1.1010045944,1.2032008972,a4b7,0.0417891313,0.0803381471
2.264143344,1.3826286228,a4b7,0.3549039188,0.1407055433
0.9704261491,0.9698725608,a4b7,-0.0130375095,-0.0132853274
0.7907216887,1.1137867741,a4b7,-0.1019763488,0.0468020564
1.0694288351,0.9773430251,a4b7,0.0291518899,-0.0099529821
1.1886870792,1.1764717899,a4b7,0.075067542,0.0705815179
0.9926818588,1.2252194975,Bayer1,-0.0031899148,0.0882138993
1.3866484978,1.5621286705,a4b7,0.1419663855,0.1937168033
0.5625408593,0.7109434257,Bayer1,-0.2498459277,-0.1481649575
1.1551424331,1.2154404239,a4b7,0.0626355376,0.0847336763
0.9452999424,1.1080479657,a4b7,-0.0244303686,0.0445585607
0.9323155505,1.2731322206,a4b7,-0.030437072,0.1048735095
1.1222493773,1.3100213075,a4b7,0.0500893731,0.1172783595
