FC Target vs Input,FC Target vs Beads,seq_origin,log_FC_Target_vs_Input,log_FC_Target_vs_Beads
1.1815669157,1.0456655106,Bayer1,0.0724583221,0.0193927838
9.0583035332,0.2272588907,Bayer1,0.9570468693,-0.6434791175
18.6121964132,0.3245735635,Bayer1,1.269797627,-0.4886868564
0.8798771714,1.0224916915,Bayer1,-0.05557795,0.0096597877
0.9181935117,1.4495428884,Bayer1,-0.0370657804,0.1612310696
1.3174709269,0.8820771208,Bayer1,0.1197410403,-0.0544934425
0.9617825958,1.1270722066,Bayer1,-0.0169230861,0.0519517403
1.2967289261,1.3149963215,Bayer1,0.1128491988,0.118924538
2.4535749714,0.6497844717,Bayer1,0.3897993328,-0.1872306715
1.0415389359,1.2423880702,Bayer1,0.0176755098,0.0942572725
0.9038977845,1.0165005737,Bayer1,-0.0438806781,0.0071076281
1.2088790795,1.0049418001,Bayer1,0.0823828619,0.0021409109
15.6372721595,0.3177853638,Bayer1,1.1941609949,-0.4978661089
0.9367137219,0.851261503,Bayer1,-0.0283931178,-0.0699370065
0.8532485325,0.6371368877,Bayer1,-0.06892445,-0.1957672503
1.1850518846,0.7721443444,Bayer1,0.0737373653,-0.1123015052
1.2404338665,1.3323710822,Bayer1,0.0935736149,0.1246251982
1.8676463737,1.0226265732,Bayer1,0.2712946489,0.0097170738
1.624944349,1.0275833117,Bayer1,0.2108384919,0.0118170426
2.0170751807,0.4089518459,Bayer1,0.3047220856,-0.3883278272
1.0820961179,0.9715165736,Bayer1,0.034265839,-0.0125497861
0.7616228303,0.8871681888,Bayer1,-0.1182600461,-0.0519940391
0.7909694373,0.8246523402,Bayer1,-0.1018402971,-0.0837291043
1.5998247144,0.6538839337,Bayer1,0.2040724016,-0.1844993334
129.4108615695,0.7856282308,Bayer1,2.1119707286,-0.104782919
1.6024116692,0.6633789007,Bayer1,0.204774099,-0.1782383457
1.372865615,1.1635193783,Bayer1,0.1376280278,0.0657736208
1.3079429658,0.5283268021,Bayer1,0.1165888066,-0.2770973569
0.7949742686,0.9353113742,Bayer1,-0.0996469282,-0.0290437842
95.2764889195,0.929928831,Bayer1,1.9789857444,-0.0315502875
0.7783342532,0.7367016579,Bayer1,-0.1088338565,-0.1327083528
1.1328645421,1.2221093566,Bayer1,0.0541779839,0.0871100691
0.7342470139,1.0408798963,Bayer1,-0.134157811,0.0174006206
1.1413626585,1.0188427037,Bayer1,0.0574236598,0.0081071396
0.5271082538,0.6097369091,Bayer1,-0.2781001832,-0.2148575151
1.2309589321,1.0666246121,NA,0.090243564,0.0280116007
0.8852320145,1.1182289562,Bayer1,-0.0529428882,0.048530734
0.8188765363,1.0860130397,Bayer1,-0.0867815728,0.0358350398
1.1696511266,0.7047809309,Bayer1,0.0680563435,-0.1519458551
0.9707467061,0.8252502702,Bayer1,-0.0128940744,-0.0834143248
1.8874039606,0.9259347244,Bayer1,0.275864862,-0.0334196287
1.2670405303,0.8615469126,Bayer1,0.1027905074,-0.0647210696
205.2494532505,1.2632249492,Bayer1,2.3122820089,0.1014806946
1.0185119292,1.0598094451,Bayer1,0.00796612,0.0252277856
0.9922497548,0.9132997794,Bayer1,-0.0033789997,-0.0393866473
1.8601275242,0.6046927773,Bayer1,0.269542719,-0.2184652188
1.0652281572,1.0715933897,Bayer1,0.0274426376,0.0300300259
6.987196933,0.2787890575,Bayer1,0.8443029839,-0.5547242764
0.9281575015,0.9645918293,Bayer1,-0.0323783209,-0.0156564211
1.6771115031,0.6217202635,Bayer1,0.2245619377,-0.2064049776
1.2747511413,1.3217100322,Bayer1,0.1054254095,0.1211361864
19.4538014157,0.2986513914,Bayer1,1.2890044783,-0.5248354576
260.2819157765,1.0363672301,Bayer1,2.4154439947,0.0155136722
1,0.0537496812,Bayer1,0,-1.2696241076
1.1859267706,17.023360609,Bayer1,0.0740578728,1.231045299
1.1819534236,0.9070772363,Bayer1,0.0726003629,-0.0423557318
1.4220003006,0.9042988625,Bayer1,0.1528996882,-0.0436880155
2.9382129772,0.5420312931,Bayer1,0.4680832726,-0.2659756396
0.4273051292,0.6542775214,Bayer1,-0.369261894,-0.1842380002
0.9211235408,1.1924068778,Bayer1,-0.0356821185,0.0764244724
0.6924314819,0.7944894088,Bayer1,-0.1596231948,-0.0999118879
1.5924316381,0.9322579012,Bayer1,0.2020607975,-0.0304639272
0.9564624931,1.6102054831,a4b7,-0.0193320558,0.2068813012
0.8180790364,0.6360102256,Bayer1,-0.0872047362,-0.1965359018
0.8235951579,0.9474357575,Bayer1,-0.0842862153,-0.0234502284
1.3966435168,0.6863288033,Bayer1,0.1450855697,-0.1634677746
0.7748916884,0.7002185095,Bayer1,-0.1107589974,-0.1547664134
0.8282304941,0.9081522618,Bayer1,-0.0818487835,-0.0418413311
1.1907284034,0.9269214077,Bayer1,0.0758127133,-0.0329570875
1.1417582044,0.9270241995,Bayer1,0.057574141,-0.0329089287
0.8012334912,0.8577170721,Bayer1,-0.0962409057,-0.0666559456
0.7259712907,1.4687972433,Bayer1,-0.1390805536,0.1669618488
0.8075944987,1.0044942323,Bayer1,-0.0928066481,0.0019474474
0.964433141,0.7427374523,Bayer1,-0.0157278743,-0.1291646764
0.4100166689,0.4770960712,Bayer1,-0.387198487,-0.3213941598
1.149199005,1.5565759197,Bayer1,0.0603952413,0.1921703076
1.2408832207,1.4444492273,Bayer1,0.093730912,0.1597022809
0.8098785596,1.0341843181,Bayer1,-0.0915800982,0.014597948
1.1164940694,1.1106300486,Bayer1,0.0478564205,0.0455694193
1.4296985159,2.7233589462,Bayer1,0.1552444663,0.4351048863
1.0276220083,1.0607465122,Bayer1,0.0118333969,0.0256116124
1.2051790931,0.8096040593,Bayer1,0.0810515891,-0.091727323
1.1178570184,0.9736009922,Bayer1,0.0483862578,-0.0116189922
0.8512162718,1.1240146907,Bayer1,-0.069960083,0.0507719874
1.8628647356,0.928338821,Bayer1,0.2701813215,-0.032293488
1.0429745384,0.8404476519,Bayer1,0.0182737063,-0.0754893318
0.989127871,0.8474983991,Bayer1,-0.0047475607,-0.0718611135
1.2087425202,0.8338589504,Bayer1,0.0823337996,-0.0789074053
0.8841082678,1.183131669,Bayer1,-0.0534945481,0.0730330793
0.994739368,1.178542688,Bayer1,-0.002290694,0.0713453177
1.2558113395,1.0438205879,Bayer1,0.0989244002,0.0186258585
1.2299580815,1.1047011456,Bayer1,0.0898903104,0.0432448044
1.2345205733,1.0924519724,Bayer1,0.0914983319,0.0384023531
0.9163986056,0.9851484708,Bayer1,-0.0379155803,-0.0064983125
0.9601367629,1.0792655197,Bayer1,-0.0176669012,0.0331283025
1.159504952,1.7187723696,Bayer1,0.0642726078,0.2352183635
1.155690256,0.7578243864,Bayer1,0.0628414516,-0.1204314235
1.2903905504,1.5242187115,Bayer1,0.110721174,0.1830472888
0.9622909074,0.6666897409,Bayer1,-0.0166936178,-0.1760762278
1,0.0352733894,Bayer1,0,-1.4525528077
0.8990461892,23.3511894928,Bayer1,-0.0462179955,1.3683090081
1.1683543876,1.5611793216,Bayer1,0.0675745938,0.1934527903
0.8412084598,0.8824537736,Bayer1,-0.0750963684,-0.0543080354
0.9623262475,0.984477301,Bayer1,-0.0166776686,-0.0067942929
0.765422334,0.9240233965,Bayer1,-0.1160988698,-0.0343170322
0.7651136363,0.8419090314,Bayer1,-0.1162740577,-0.0747348317
0.844984536,1.0048558918,Bayer1,-0.073151239,0.0021037833
0.8844156268,1.0241884641,Bayer1,-0.0533435925,0.0103798799
0.9299473737,1.1287571337,Bayer1,-0.0315416277,0.052600508
0.8639391026,1.1686221928,Bayer1,-0.063516869,0.0676741296
1.0717778593,1.0991065502,Bayer1,0.0301047812,0.0410397961
1.2103732803,1.0740791275,Bayer1,0.0829193278,0.031036277
1.065978625,0.965942128,Bayer1,0.0277484963,-0.0150488925
0.8042926648,0.8334776842,Bayer1,-0.0945858921,-0.0791060236
0.8136410994,0.9494122447,Bayer1,-0.089567122,-0.0225451714
1.3096731353,0.7487720801,Bayer1,0.1171629191,-0.1256503578
0.9737695973,0.9993493214,Bayer1,-0.011543789,-0.0002826781
0.8540222772,0.971655519,Bayer1,-0.0685308006,-0.0124876782
0.7935736852,1.0832701564,Bayer1,-0.1004127418,0.0347367787
0.7005320492,1.2829188539,Bayer1,-0.154571991,0.1081991876
0.833679965,1.0104961116,Bayer1,-0.0790006353,0.0045346467
1.3412523246,2.1070366246,Bayer1,0.1275104877,0.3236720846
0.8217660148,0.5033053085,Bayer1,-0.0852518235,-0.298168489
68.4511970967,0.5602682856,Bayer1,1.8353810476,-0.2516039604
0.8673012129,1.1543917772,Bayer1,-0.0618300462,0.0623532246
0.7506531974,0.8803509692,Bayer1,-0.1245606612,-0.0553441533
0.8711210353,0.9678106411,NA,-0.059921499,-0.0142096071
1.2537251631,1.2949228099,Bayer1,0.0982023425,0.112243881
0.9086690031,1.0243373173,antiFlag,-0.0415942865,0.0104429946
0.882504491,1.0000314097,Bayer1,-0.0542830758,1.36408664195903E-05
0.8628269788,0.9472552777,Bayer1,-0.0640762839,-0.0235329664
0.3780139936,0.3521690052,Bayer1,-0.4224921228,-0.4532488694
1.7389708082,2.188107908,Bayer1,0.2402922916,0.3400687357
0.8181984829,1.2982838645,Bayer1,-0.0871413301,0.1133696596
0.6637210701,0.7450653117,Bayer1,-0.1780143953,-0.1278056557
0.6938088481,0.8066125238,Bayer1,-0.1587601659,-0.0933350393
0.6365033554,0.9386043542,Bayer1,-0.1961993026,-0.0275174354
1.0485390309,2.7324321626,Bayer1,0.0205846013,0.4365493886
0.7240320224,1.8036998281,Bayer1,-0.1402422255,0.2561642639
0.8801508782,1.1897256323,Bayer1,-0.0554428734,0.0754468184
0.8250595243,0.9426164813,Bayer1,-0.083514718,-0.025664971
0.8737701428,0.8988212622,Bayer1,-0.0586027995,-0.0463266626
0.8607567702,1.2190487918,Bayer1,-0.0651195527,0.0860210884
103.342639839,103.342639839,Bayer1,2.0142795512,2.0142795512
0.7781431465,0.8867048215,Bayer1,-0.1089405033,-0.05222093
1.6398407311,1.0890120235,Bayer1,0.2148016694,0.0370326747
1.4402414714,1.2962791913,Bayer1,0.1584353122,0.1126985495
0.9226582913,0.8905106108,Bayer1,-0.0349591112,-0.0503609014
1.0010978054,0.8663459767,Bayer1,0.0004765093,-0.0623086371
0.4532330469,0.6866825177,Bayer1,-0.3436784316,-0.1632440092
0.8569250022,0.8757745036,Bayer1,-0.0670571857,-0.0576077026
0.8901190861,0.9589752319,Bayer1,-0.0505518866,-0.0181926095
0.7740009901,0.8816765296,Bayer1,-0.1112584838,-0.05469072
1.4760492839,1.0361358411,Bayer1,0.1691008584,0.0154166967
0.9605631858,0.6074792274,Bayer1,-0.017474062,-0.2164685681
0.6879264672,0.7223777725,Bayer1,-0.1624579812,-0.1412356257
1.1415366596,1.0540914738,Bayer1,0.0574898631,0.0228783005
1.8007871655,0.4801018559,Bayer1,0.2554623867,-0.3186666152
1.1835134252,1.0508842849,Bayer1,0.0731731887,0.0215548976
0.6733367089,0.7443636369,Bayer1,-0.171767708,-0.1282148508
0.791353657,1.1476007687,Bayer1,-0.1016293863,0.0597908305
0.7768804175,0.72515991,Bayer1,-0.1096458255,-0.1395662136
2.6337383802,1.2611540555,Bayer1,0.4205726326,0.1007681408
1.525684404,1.4358922108,Bayer1,0.1834647068,0.1571218396
0.9246130115,0.8948307383,Bayer1,-0.0340399993,-0.0482591059
0.5747531735,1.1815401653,Bayer1,-0.2405186221,0.0724484896
0.9482730944,0.9112543225,Bayer1,-0.0230665716,-0.0403603986
1.3035584138,1.3332459598,Bayer1,0.1151304971,0.1249102763
0.7088672218,1.09425623,Bayer1,-0.1494351051,0.0391190279
0.8142136959,1.0279150196,Bayer1,-0.0892615966,0.0119572119
0.5019800477,0.492170937,Bayer1,-0.2993135445,-0.3078840353
0.8250948482,0.86367153,Bayer1,-0.0834961246,-0.0636513962
0.863812256,0.9262380605,Bayer1,-0.0635806384,-0.0332773772
1.0853242614,1.3127967161,Bayer1,0.0355595114,0.1181974817
0.4625650432,0.4312697256,Bayer1,-0.3348271906,-0.3652510275
1.6156304194,1.0398677876,Bayer1,0.2083420215,0.0169781251
1.3993372832,1.5372235094,Bayer1,0.1459224054,0.1867370177
0.7249014526,0.9914655734,Bayer1,-0.13972103,-0.0037223612
0.6684556451,1.4314947363,Bayer1,-0.1749274047,0.1557897554
1.4289857269,1.3302698783,Bayer1,0.155027891,0.1239397573
0.7598422388,0.6148635429,Bayer1,-0.1192765681,-0.2112212568
0.9712941018,0.5765529936,Bayer1,-0.0126492485,-0.2391607685
1.0457124561,1.0246818551,Bayer1,0.0194122812,0.0105890459
1.0380326499,1.0346112521,Bayer1,0.0162110139,0.0147771973
0.6199519311,0.7354461712,Bayer1,-0.2076419829,-0.1334491086
1.7062091962,0.3512624391,Bayer1,0.2320322784,-0.4543682873
1.2177379042,1.6426127415,Bayer1,0.0855538244,0.2155351873
1.3604471784,1.0838911819,Bayer1,0.1336816842,0.0349856831
1.1194230116,1.2033868108,Bayer1,0.0489942303,0.0804052473
1.6997085535,0.5716069078,Bayer1,0.2303744599,-0.2429025315
0.9043749643,0.9782439499,Bayer1,-0.0436514687,-0.0095528294
1.4249886672,1.0645462602,Bayer1,0.1538114105,0.0271645386
1.1175397157,1.0814251719,Bayer1,0.0482629663,0.0339964743
0.8175771706,0.9922419517,Bayer1,-0.087471244,-0.0033824151
0.8485152717,0.9689964226,Bayer1,-0.0713403368,-0.0136778263
0.8074168092,0.9554758647,Bayer1,-0.0929022135,-0.0197802787
0.8000689436,0.9587347523,Bayer1,-0.0968725873,-0.01830153
0.7959208869,0.6560536727,Bayer1,-0.0991300982,-0.1830606289
0.0742653791,0.0399509029,a4b7,-1.1292135978,-1.3984734014
0.9154041673,0.7828062206,Bayer1,-0.0383871148,-0.1063457319
1.3870298583,0.4911735966,Bayer1,0.1420858101,-0.308764987
2.4642190615,18.8846113968,Bayer1,0.3916793126,1.2761080524
0.786471403,0.8986202168,Bayer1,-0.1043170642,-0.0464238151
49.5950704361,0.5875748805,Bayer1,1.6954385114,-0.2309367791
1.2508500256,0.9817000131,Bayer1,0.0972052418,-0.0080212032
0.6850974982,0.7723262215,Bayer1,-0.1642476184,-0.11219922
0.9617138371,1.0246461552,Bayer1,-0.0169541353,0.0105739148
1.2663174983,1.340892444,Bayer1,0.1025426081,0.1273939435
1.1088418532,1.2006843597,Bayer1,0.04486961,0.0794288535
0.7120059497,0.9646166864,Bayer1,-0.1475163773,-0.0156452297
0.8883597784,1.0073057741,Bayer1,-0.0514111129,0.0031613234
1.6971020885,1.9121521095,Bayer1,0.2297079679,0.2815224369
1.2203117512,1.3439455582,Bayer1,0.0864707934,0.1283816763
1.8789827068,1.1077964252,Bayer1,0.2739227831,0.0444599594
1.1213909021,1.2472690998,Bayer1,0.0497570283,0.0959601632
0.894620665,0.8585918427,Bayer1,-0.0483610742,-0.066213242
1.0501426658,0.8543942616,Bayer1,0.0212483036,-0.0683416772
0.9187710712,0.746104224,Bayer1,-0.0367926876,-0.1272005013
1.4960649705,1.3745320115,Bayer1,0.1749504543,0.1381548586
1.0657641433,1.0828582372,Bayer1,0.0276611047,0.0345716045
0.7542114131,0.9219416583,Bayer1,-0.1225068999,-0.0352965608
2.3912362497,0.788693223,Bayer1,0.3786224857,-0.1030918909
0.8762865835,1.1660556563,Bayer1,-0.0573538376,0.06671928
0.6695838989,1.0170549605,Bayer1,-0.1741949981,0.0073444224
0.7540506874,1.0608807196,Bayer1,-0.1225994598,0.0256665566
0.5750980519,0.5312897616,Bayer1,-0.2402581035,-0.2746685532
0.787882963,1.1668850106,Bayer1,-0.1035382905,0.0670280611
0.6855154364,0.6120395489,Bayer1,-0.1639827613,-0.2132205136
0.9579790741,0.8724125585,Bayer1,-0.0186439775,-0.0592780913
1.2880135919,1.3748158346,Bayer1,0.109920446,0.1382445255
0.6763683653,0.7798405261,Bayer1,-0.1698167131,-0.1079941995
1.7905861962,0.9081141063,Bayer1,0.2529952321,-0.0418595781
0.8295410996,0.870532229,Bayer1,-0.081162092,-0.0602151457
0.785641302,1.066232008,Bayer1,-0.1047756933,0.0278517158
1.1382932368,0.9290133345,Bayer1,0.0562541555,-0.0319780524
0.8627884967,0.8910360181,Bayer1,-0.0640956539,-0.0501047402
1.1831201516,0.7681794055,Bayer1,0.0730288516,-0.1145373402
0.1669789694,0.0817304638,Bayer1,-0.7773382238,-1.0876160367
0.688397603,0.8619062566,Bayer1,-0.1621606506,-0.0645399667
0.7111055186,0.8869553566,Bayer1,-0.148065951,-0.0520982391
0.9249791943,0.8437204784,Bayer1,-0.0338680358,-0.0738014098
1.00788673,0.8906132139,Bayer1,0.0034117272,-0.0503108656
37.8940071189,37.8940071189,Bayer1,1.5785705324,1.5785705324
0.0254564324,0.024344154,Bayer1,-1.5942024602,-1.6136053131
1.8876967545,3.0793767379,Bayer1,0.2759322292,0.4884628247
1.6038726669,1.0911908431,Bayer1,0.2051698862,0.0379007129
1.4447915628,1.2654689868,Bayer1,0.1598051968,0.1022515062
0.7979849959,1.0328982228,Bayer1,-0.0980052744,0.0140575302
1.3657608004,1.5892524909,Bayer1,0.1353746436,0.2011929008
0.9835281022,0.9039010079,Bayer1,-0.0072132265,-0.0438791293
1.0594173113,1.0497839105,Bayer1,0.0250670652,0.0210999123
1.0733853911,1.0003545352,antiFlag,0.0307556802,0.0001539454
1.0938780764,1.4584763487,Bayer1,0.0389689183,0.1638993908
0.8128082136,1.0336076969,Bayer1,-0.0900119164,0.0143557347
0.8882536982,0.846508621,Bayer1,-0.0514629757,-0.0723686146
1.1506847351,1.2751666335,Bayer1,0.0609563518,0.1055669403
0.8766694324,0.6453041896,Bayer1,-0.0571641361,-0.1902355153
0.7955060291,0.9306937736,Bayer1,-0.0993565245,-0.0311931915
1.0163848476,1.3628396243,Bayer1,0.0070581819,0.1344447521
0.8002056474,0.9823204745,Bayer1,-0.0967983879,-0.0077468039
0.8593896104,0.9771330911,Bayer1,-0.065809901,-0.0100462789
0.6223579436,1.0091666824,Bayer1,-0.2059597629,0.0039629039
0.7434022308,1.302609902,Bayer1,-0.12877614,0.1148143752
0.9244933256,0.8336848631,Bayer1,-0.0340962199,-0.0789980838
1.0169586802,1.4348169748,Bayer1,0.0073033076,0.156796506
1.1616778125,1.3012126576,Bayer1,0.0650856946,0.1143482793
0.6476718856,0.7616631839,Bayer1,-0.1886449545,-0.1182370361
1.0354838846,1.0081829909,Bayer1,0.0151433443,0.0035393661
1.5751924817,1.5651129963,Bayer1,0.1973336303,0.1945456977
1.0718221433,1.1713527472,Bayer1,0.0301227251,0.0686877005
0.7521359104,0.8671010681,Bayer1,-0.1237036757,-0.0619302788
1.1490742223,1.3212614065,Bayer1,0.060348082,0.1209887496
1.1622625548,1.1475899041,Bayer1,0.0653042461,0.0597867189
0.7471349473,1.0584056919,Bayer1,-0.126600949,0.0246521667
0.7911846368,0.7055002061,Bayer1,-0.1017221545,-0.1515028551
1.0567934298,1.2086325461,Bayer1,0.0239901046,0.0822942848
0.7633203369,1.1329548451,Bayer1,-0.1172931667,0.054212601
1.1102802147,1.1932645362,Bayer1,0.0454326007,0.0767367336
0.740359651,1.3241274012,Bayer1,-0.130557258,0.1219297728
1.8750004612,1.213370357,Bayer1,0.2730013789,0.0839933808
1.6285101946,1.3564503523,Bayer1,0.2117904816,0.1324039027
169.7694415796,1.2911137691,Bayer1,2.2298595201,0.1109645127
0.9962055291,1.1546786372,Bayer1,-0.0016510522,0.062461131
1.1838294883,0.9727804225,Bayer1,0.0732891537,-0.0119851783
0.7139459965,0.8630114709,Bayer1,-0.1463346374,-0.0639834317
49.8442915038,49.8442915038,Bayer1,1.6976154272,1.6976154272
0.0159505554,0.0210568248,Bayer1,-1.7972241906,-1.6766071157
2.7750151007,4.7277181114,Bayer1,0.4432653508,0.674651574
1.2594912514,1.0033089288,Bayer1,0.1001951552,0.0014346772
0.7003114929,0.8163592028,Bayer1,-0.1547087463,-0.0881187071
2.6146989949,1.1389599915,Bayer1,0.4174216999,0.0565084688
1.4618968492,3.0077164428,Bayer1,0.1649167301,0.4782368901
1.0146521364,1.0729260301,Bayer1,0.0063171741,0.0305697818
1.006481163,1.2080375773,Bayer1,0.0028056512,0.0820804437
0.8089446189,0.9928195173,Bayer1,-0.0920812096,-0.0031296939
0.8248804376,0.6757908099,Bayer1,-0.0836089958,-0.1701877185
0.8486371803,1.0347376457,Bayer1,-0.0712779449,0.0148302498
0.7676743389,0.950649303,Bayer1,-0.1148229763,-0.0219796659
1.0476957278,0.9630430581,Bayer1,0.020235173,-0.0163542949
0.993305382,1.1401814189,Bayer1,-0.0029172114,0.0569739592
0.6778994555,0.9281043562,Bayer1,-0.1688347149,-0.0324031889
1.1058975732,1.206034652,Bayer1,0.0437149051,0.0813597862
0.8465378777,1.3254295717,Bayer1,-0.0723536049,0.1223566559
1.1146427754,1.1713233178,Bayer1,0.0471357055,0.068676789
1.6533829358,1.2777827961,NA,0.2183734511,0.1064570365
1.064872579,0.946641319,Bayer1,0.0272976439,-0.0238145434
0.60666666,0.4651256944,Bayer1,-0.2170498715,-0.3324296686
0.55478564,0.726822582,Bayer1,-0.2558747886,-0.1385715878
1.1602301904,1.0376161963,Bayer1,0.0645441621,0.0160367421
0.9053797919,0.9666827793,Bayer1,-0.0431692032,-0.014716018
0.9743268071,1.0803641403,Bayer1,-0.0112953483,0.0335701606
1.1931785062,0.9573207062,Bayer1,0.0767054214,-0.0189425475
0.7984611591,1.095838132,Bayer1,-0.0977462051,0.0397464085
1.1334049295,1.0223623887,Bayer1,0.0543850972,0.009604864
0.9439241747,1.0729763286,Bayer1,-0.0250628911,0.0305901409
0.7504610949,0.6700723318,Bayer1,-0.1246718174,-0.1738783143
0.8973736164,0.9820044855,Bayer1,-0.0470267033,-0.0078865285
1.1928699059,1.5586089402,Bayer1,0.0765930822,0.192737163
1.3059840388,1.6888966755,Bayer1,0.1159378692,0.2276030808
0.7906594064,0.9765292987,Bayer1,-0.102010558,-0.0103147221
0.510043955,0.4462188139,Bayer1,-0.2923923953,-0.3504521225
0.8179865542,0.9614025454,Bayer1,-0.0872538351,-0.0170947324
0.9136944091,0.6816264173,Bayer1,-0.0391990325,-0.1664535863
0.8098332013,0.8700769722,Bayer1,-0.0916044221,-0.0604423254
1.2460220256,1.3827232062,Bayer1,0.0955257193,0.1407352516
0.9855345161,1.0825480589,Bayer1,-0.0063281609,0.0344471856
0.7381544326,0.8938103112,Bayer1,-0.131852768,-0.0487546395
1.1921784138,1.5682573372,Bayer1,0.076341254,0.1954173281
85.6585280996,0.5547864275,Bayer1,1.9327706075,-0.2558741722
1.005105575,1.07610212,Bayer1,0.0022116819,0.031853487
0.8585341586,1.0706778053,Bayer1,-0.0662424208,0.0296588
0.8943800042,0.7913865952,Bayer1,-0.048477919,-0.1016113103
0.6420704064,0.7249636892,Bayer1,-0.1924173467,-0.1396837451
0.6829813611,0.787274256,Bayer1,-0.1655911483,-0.1038739498
0.1458650256,0.094028371,Bayer1,-0.8360488274,-1.0267410876
1.6823221246,1.2566401227,Bayer1,0.2259091565,0.099210922
0.8040192013,0.9046401753,Bayer1,-0.0947335795,-0.043524129
1.2682554131,1.4589653786,Bayer1,0.1032067246,0.1640449862
0.6225753527,0.751040642,Bayer1,-0.2058080767,-0.1243365608
0.964917304,1.0336512679,Bayer1,-0.0155099053,0.0143740417
0.8788375846,0.817432869,Bayer1,-0.0560913782,-0.0875479033
0.738698274,0.7427140871,Bayer1,-0.1315329157,-0.1291783387
0.8279952083,0.7597126912,Bayer1,-0.0819721765,-0.1193506185
1.1147875419,1.6923008092,Bayer1,0.0471921067,0.2284775621
0.7629271398,0.41388635,Bayer1,-0.1175169355,-0.3831188965
0.7626316411,0.9029087062,Bayer1,-0.1176851801,-0.0443561593
0.9937440597,1.0245832198,Bayer1,-0.0027254544,0.0105472389
1.2034174606,0.9937516592,Bayer1,0.0804163084,-0.0027221332
0.9072797931,0.9704889309,Bayer1,-0.0422587616,-0.0130094137
0.715837531,0.8270841234,Bayer1,-0.1451855355,-0.0824503158
0.9888303523,0.8316502978,Bayer1,-0.0048782113,-0.0800592526
1.0195495368,1.3662217406,Bayer1,0.0084083317,0.135521192
1.0961034725,1.2297825391,Bayer1,0.0398515536,0.0898283225
0.7572393697,0.8563138007,Bayer1,-0.1207668147,-0.0673670567
0.96181074,0.9003959704,Bayer1,-0.0169103777,-0.0455664573
0.7109385635,1.0255170256,Bayer1,-0.1481679276,0.0109428749
1.2390065306,0.9077486801,Bayer1,0.0930735955,-0.0420343739
1.011070766,0.7968117686,Bayer1,0.0047815534,-0.0986442601
0.73544851,0.806004505,Bayer1,-0.1334477276,-0.0936625308
0.9464182342,1.4494685939,Bayer1,-0.0239169009,0.1612088098
0.5736862216,1.2296108499,Bayer1,-0.2413255805,0.0897676867
0.9581570558,1.7932105156,Bayer1,-0.0185632979,0.2536312769
1.147316352,0.6682449406,Bayer1,0.0596831834,-0.1750643207
0.7752012738,0.7101074675,Bayer1,-0.1105855223,-0.1486759203
0.6846888541,0.9633959468,Bayer1,-0.1645067419,-0.0161951852
0.3473875536,0.3305873977,Bayer1,-0.4591857458,-0.4807137062
0.9683564668,1.2847360717,Bayer1,-0.0139647428,0.108813918
0.8718743595,0.9908924216,Bayer1,-0.0595460941,-0.0039734931
1.1367420183,1.3500925001,Bayer1,0.0556619135,0.1303635247
0.9726243395,1.0187081441,Bayer1,-0.0120548666,0.0080497781
0.5777632332,0.670841318,Bayer1,-0.2382500985,-0.1733801965
0.9050454065,1.0931879936,Bayer1,-0.0433296315,0.0386948532
1.0953831323,0.9434478039,Bayer1,0.039566049,-0.0252821221
1.2506725796,1.0793361912,Bayer1,0.0971436282,0.0331567396
1.1375826573,1.1317311606,Bayer1,0.0559829625,0.0537432737
0.8774104215,0.9710265227,Bayer1,-0.0567972115,-0.0127689076
0.0987096886,0.0649148339,Bayer1,-1.005640218,-1.1876560495
0.9022185727,0.9429416721,Bayer1,-0.0446882369,-0.0255151708
0.8541804999,0.8812258383,Bayer1,-0.0684503473,-0.0549127774
1.0114896996,1.051288635,Bayer1,0.0049614646,0.0217219695
0.9808613551,0.8655984343,Bayer1,-0.0083923759,-0.0626835378
0.5757676353,0.6558690847,Bayer1,-0.239752751,-0.1831828397
1.2106665007,1.5585484171,Bayer1,0.0830245256,0.1927202984
1.5262632408,1.500904819,Bayer1,0.1836294446,0.176353152
0.7973909697,0.7839919399,Bayer1,-0.0983286869,-0.1056884022
0.7384986136,0.9875585765,Bayer1,-0.1316503157,-0.005437135
0.8461752118,1.1238927456,Bayer1,-0.0725397012,0.050724868
1.0061232688,0.8766994804,Bayer1,0.0026511931,-0.0571492508
0.9094046122,1.1163318237,Bayer1,-0.0412428475,0.0477933055
0.8500529787,1.1141736895,Bayer1,-0.0705540065,0.0469528987
0.8286481477,0.9865569551,Bayer1,-0.0816298361,-0.0058778374
0.9095774204,0.8972186571,Bayer1,-0.0411603292,-0.0471017041
0.6330300266,3.0497263272,Bayer1,-0.1985756895,0.4842608689
1.2717037154,1.3396564556,Bayer1,0.1043859401,0.1269934412
0.8943674451,0.994807339,Bayer1,-0.0484840175,-0.0022610195
0.9295482813,1.2817113464,Bayer1,-0.0317280478,0.1077902289
1.2930040566,1.1669616596,Bayer1,0.1115998874,0.0670565876
1.0187116946,1.3978539535,Bayer1,0.0080512918,0.1454617991
0.8675710309,0.9269407828,Bayer1,-0.0616949579,-0.0329480097
0.6050592444,0.6449073524,Bayer1,-0.2182020993,-0.1905026718
0.6761039934,0.7473787865,Bayer1,-0.1699864989,-0.1264592333
0.9721808073,0.9947767168,Bayer1,-0.012252957,-0.0022743882
